2059,1,1STFLOOR:WOMEN%SRESTROOM,Zone Infiltration Sensible Heat Loss Energy [J] !TimeStep,2,6,Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],StartMinute[],EndMinute[],DayType
2059,20761.3991198394,2,1, 7,29, 1, 1, 0.00, 5.00,Monday         
2059,21788.5537674285,2,1, 7,29, 1, 1, 5.00,10.00,Monday         
2059,22655.153524736,2,1, 7,29, 1, 1,10.00,15.00,Monday         
2059,23509.906184338,2,1, 7,29, 1, 1,15.00,20.00,Monday         
2059,24388.8961137985,2,1, 7,29, 1, 1,20.00,25.00,Monday         
2059,25276.2134712809,2,1, 7,29, 1, 1,25.00,30.00,Monday         
2059,26156.007307906,2,1, 7,29, 1, 1,30.00,35.00,Monday         
2059,27025.5110856365,2,1, 7,29, 1, 1,35.00,40.00,Monday         
2059,27888.2358330696,2,1, 7,29, 1, 1,40.00,45.00,Monday         
2059,28747.0556235869,2,1, 7,29, 1, 1,45.00,50.00,Monday         
2059,29602.6178597788,2,1, 7,29, 1, 1,50.00,55.00,Monday         
2059,30454.3419129665,2,1, 7,29, 1, 1,55.00,60.00,Monday         
2059,30405.1200539906,2,1, 7,29, 1, 2, 0.00, 5.00,Monday         
2059,30505.1204519969,2,1, 7,29, 1, 2, 5.00,10.00,Monday         
2059,30664.0779931009,2,1, 7,29, 1, 2,10.00,15.00,Monday         
2059,30822.8623096994,2,1, 7,29, 1, 2,15.00,20.00,Monday         
2059,30969.6041635056,2,1, 7,29, 1, 2,20.00,25.00,Monday         
2059,31111.9642193949,2,1, 7,29, 1, 2,25.00,30.00,Monday         
2059,31256.0997193279,2,1, 7,29, 1, 2,30.00,35.00,Monday         
2059,31402.5858016996,2,1, 7,29, 1, 2,35.00,40.00,Monday         
2059,31549.7883804914,2,1, 7,29, 1, 2,40.00,45.00,Monday         
2059,31696.5969207072,2,1, 7,29, 1, 2,45.00,50.00,Monday         
2059,31842.839488017,2,1, 7,29, 1, 2,50.00,55.00,Monday         
2059,31988.7102444754,2,1, 7,29, 1, 2,55.00,60.00,Monday         
2059,31642.7365871092,2,1, 7,29, 1, 3, 0.00, 5.00,Monday         
2059,31380.9356706611,2,1, 7,29, 1, 3, 5.00,10.00,Monday         
2059,31154.4723770642,2,1, 7,29, 1, 3,10.00,15.00,Monday         
2059,30931.2001376286,2,1, 7,29, 1, 3,15.00,20.00,Monday         
2059,30704.6798121442,2,1, 7,29, 1, 3,20.00,25.00,Monday         
2059,30479.0825212981,2,1, 7,29, 1, 3,25.00,30.00,Monday         
2059,30257.7426470952,2,1, 7,29, 1, 3,30.00,35.00,Monday         
2059,30040.9428422183,2,1, 7,29, 1, 3,35.00,40.00,Monday         
2059,29827.7472392369,2,1, 7,29, 1, 3,40.00,45.00,Monday         
2059,29617.4898900004,2,1, 7,29, 1, 3,45.00,50.00,Monday         
2059,29410.0087859076,2,1, 7,29, 1, 3,50.00,55.00,Monday         
2059,29205.3419664212,2,1, 7,29, 1, 3,55.00,60.00,Monday         
2059,30932.6948948452,2,1, 7,29, 1, 4, 0.00, 5.00,Monday         
2059,32512.5007140276,2,1, 7,29, 1, 4, 5.00,10.00,Monday         
2059,33488.6851264366,2,1, 7,29, 1, 4,10.00,15.00,Monday         
2059,34060.3135383174,2,1, 7,29, 1, 4,15.00,20.00,Monday         
2059,34528.8565529056,2,1, 7,29, 1, 4,20.00,25.00,Monday         
2059,35031.5000352596,2,1, 7,29, 1, 4,25.00,30.00,Monday         
2059,35570.395995878,2,1, 7,29, 1, 4,30.00,35.00,Monday         
2059,36113.0954548336,2,1, 7,29, 1, 4,35.00,40.00,Monday         
2059,36643.3971692338,2,1, 7,29, 1, 4,40.00,45.00,Monday         
2059,37162.5840238175,2,1, 7,29, 1, 4,45.00,50.00,Monday         
2059,37676.436934024,2,1, 7,29, 1, 4,50.00,55.00,Monday         
2059,38187.9135876041,2,1, 7,29, 1, 4,55.00,60.00,Monday         
2059,57744.4634171656,2,1, 7,29, 1, 5, 0.00, 5.00,Monday         
2059,62047.0409630486,2,1, 7,29, 1, 5, 5.00,10.00,Monday         
2059,62075.5437189945,2,1, 7,29, 1, 5,10.00,15.00,Monday         
2059,62075.5437341703,2,1, 7,29, 1, 5,15.00,20.00,Monday         
2059,62075.5437360271,2,1, 7,29, 1, 5,20.00,25.00,Monday         
2059,62075.5437362553,2,1, 7,29, 1, 5,25.00,30.00,Monday         
2059,62075.5437362836,2,1, 7,29, 1, 5,30.00,35.00,Monday         
2059,62075.5437362871,2,1, 7,29, 1, 5,35.00,40.00,Monday         
2059,62075.5437362875,2,1, 7,29, 1, 5,40.00,45.00,Monday         
2059,62075.5437362876,2,1, 7,29, 1, 5,45.00,50.00,Monday         
2059,62075.5437362877,2,1, 7,29, 1, 5,50.00,55.00,Monday         
2059,62075.5437362876,2,1, 7,29, 1, 5,55.00,60.00,Monday         
2059,61630.3515959469,2,1, 7,29, 1, 6, 0.00, 5.00,Monday         
2059,61185.3681645133,2,1, 7,29, 1, 6, 5.00,10.00,Monday         
2059,60740.5932324373,2,1, 7,29, 1, 6,10.00,15.00,Monday         
2059,60296.0266029702,2,1, 7,29, 1, 6,15.00,20.00,Monday         
2059,59851.6680665984,2,1, 7,29, 1, 6,20.00,25.00,Monday         
2059,59407.5174233974,2,1, 7,29, 1, 6,25.00,30.00,Monday         
2059,58963.5744733826,2,1, 7,29, 1, 6,30.00,35.00,Monday         
2059,58519.8390071249,2,1, 7,29, 1, 6,35.00,40.00,Monday         
2059,58076.3108278096,2,1, 7,29, 1, 6,40.00,45.00,Monday         
2059,57632.9897260527,2,1, 7,29, 1, 6,45.00,50.00,Monday         
2059,57189.8755018809,2,1, 7,29, 1, 6,50.00,55.00,Monday         
2059,56746.9679552783,2,1, 7,29, 1, 6,55.00,60.00,Monday         
2059,56157.8303458654,2,1, 7,29, 1, 7, 0.00, 5.00,Monday         
2059,55569.0325729742,2,1, 7,29, 1, 7, 5.00,10.00,Monday         
2059,54980.5742693275,2,1, 7,29, 1, 7,10.00,15.00,Monday         
2059,54392.455071669,2,1, 7,29, 1, 7,15.00,20.00,Monday         
2059,53804.6746086973,2,1, 7,29, 1, 7,20.00,25.00,Monday         
2059,53217.2325191839,2,1, 7,29, 1, 7,25.00,30.00,Monday         
2059,52630.1284398867,2,1, 7,29, 1, 7,30.00,35.00,Monday         
2059,52043.3620085868,2,1, 7,29, 1, 7,35.00,40.00,Monday         
2059,51456.932866956,2,1, 7,29, 1, 7,40.00,45.00,Monday         
2059,50870.8406490589,2,1, 7,29, 1, 7,45.00,50.00,Monday         
2059,50285.084998665,2,1, 7,29, 1, 7,50.00,55.00,Monday         
2059,49699.6655576846,2,1, 7,29, 1, 7,55.00,60.00,Monday         
2059,49260.2171626928,2,1, 7,29, 1, 8, 0.00, 5.00,Monday         
2059,48820.9712950871,2,1, 7,29, 1, 8, 5.00,10.00,Monday         
2059,48381.9277383706,2,1, 7,29, 1, 8,10.00,15.00,Monday         
2059,47943.0862758091,2,1, 7,29, 1, 8,15.00,20.00,Monday         
2059,47504.4466822413,2,1, 7,29, 1, 8,20.00,25.00,Monday         
2059,47066.0087433453,2,1, 7,29, 1, 8,25.00,30.00,Monday         
2059,46627.7722336576,2,1, 7,29, 1, 8,30.00,35.00,Monday         
2059,46189.7369357596,2,1, 7,29, 1, 8,35.00,40.00,Monday         
2059,45751.9026320008,2,1, 7,29, 1, 8,40.00,45.00,Monday         
2059,45314.2690964563,2,1, 7,29, 1, 8,45.00,50.00,Monday         
2059,44876.8361138084,2,1, 7,29, 1, 8,50.00,55.00,Monday         
2059,44439.6034578097,2,1, 7,29, 1, 8,55.00,60.00,Monday         
2059,41277.6822599374,2,1, 7,29, 1, 9, 0.00, 5.00,Monday         
2059,38127.5374600534,2,1, 7,29, 1, 9, 5.00,10.00,Monday         
2059,34989.09942194,2,1, 7,29, 1, 9,10.00,15.00,Monday         
2059,31862.2993663849,2,1, 7,29, 1, 9,15.00,20.00,Monday         
2059,28747.0693908675,2,1, 7,29, 1, 9,20.00,25.00,Monday         
2059,25643.34247371,2,1, 7,29, 1, 9,25.00,30.00,Monday         
2059,22551.0525072937,2,1, 7,29, 1, 9,30.00,35.00,Monday         
2059,19756.4877304376,2,1, 7,29, 1, 9,35.00,40.00,Monday         
2059,17428.7254930874,2,1, 7,29, 1, 9,40.00,45.00,Monday         
2059,15856.8096049966,2,1, 7,29, 1, 9,45.00,50.00,Monday         
2059,14362.5395821325,2,1, 7,29, 1, 9,50.00,55.00,Monday         
2059,12952.318903123,2,1, 7,29, 1, 9,55.00,60.00,Monday         
2059,14091.5283908689,2,1, 7,29, 1,10, 0.00, 5.00,Monday         
2059,14662.2696357182,2,1, 7,29, 1,10, 5.00,10.00,Monday         
2059,14879.8844955052,2,1, 7,29, 1,10,10.00,15.00,Monday         
2059,14966.3622608186,2,1, 7,29, 1,10,15.00,20.00,Monday         
2059,15037.0480385341,2,1, 7,29, 1,10,20.00,25.00,Monday         
2059,15121.23662697,2,1, 7,29, 1,10,25.00,30.00,Monday         
2059,15212.635696877,2,1, 7,29, 1,10,30.00,35.00,Monday         
2059,15301.8362674383,2,1, 7,29, 1,10,35.00,40.00,Monday         
2059,15386.1116664118,2,1, 7,29, 1,10,40.00,45.00,Monday         
2059,15468.4017889507,2,1, 7,29, 1,10,45.00,50.00,Monday         
2059,15551.2609536359,2,1, 7,29, 1,10,50.00,55.00,Monday         
2059,15635.3485354431,2,1, 7,29, 1,10,55.00,60.00,Monday         
2059,12148.5280975541,2,1, 7,29, 1,11, 0.00, 5.00,Monday         
